filename,left_x,left_y,right_x,right_y
frame_0_00_06_541730.jpg,190,307,325,310
frame_0_00_06_575107.jpg,190,307,325,310
frame_0_00_06_608483.jpg,190,307,325,310
frame_0_00_06_641859.jpg,190,307,325,310
frame_0_00_06_675235.jpg,190,308,325,310
frame_0_00_06_708611.jpg,190,307,325,310
frame_0_00_06_741988.jpg,190,307,325,310
frame_0_00_06_775364.jpg,190,307,325,310
frame_0_00_06_808740.jpg,190,307,325,310
frame_0_00_06_842116.jpg,190,307,325,311
frame_0_00_06_875492.jpg,190,307,325,310
frame_0_00_06_908868.jpg,190,307,325,311
frame_0_00_06_942245.jpg,190,307,325,310
frame_0_00_06_975621.jpg,190,307,325,311
frame_0_00_07_008997.jpg,190,307,325,311
frame_0_00_07_042373.jpg,190,307,326,311
frame_0_00_07_075749.jpg,190,307,326,311
frame_0_00_07_109125.jpg,190,307,326,310
frame_0_00_07_142502.jpg,190,307,326,310
frame_0_00_07_175878.jpg,190,307,326,310
frame_0_00_07_209254.jpg,191,307,326,311
frame_0_00_07_242630.jpg,190,307,326,310
frame_0_00_07_276006.jpg,190,307,326,310
frame_0_00_07_309383.jpg,191,307,326,311
frame_0_00_07_342759.jpg,191,307,326,310
frame_0_00_07_376135.jpg,191,307,326,311
frame_0_00_07_409511.jpg,191,307,326,311
frame_0_00_07_442887.jpg,191,307,326,311
frame_0_00_07_476263.jpg,191,307,326,311
frame_0_00_07_509640.jpg,191,307,326,311
frame_0_00_07_543016.jpg,191,307,326,311
frame_0_00_07_576392.jpg,191,307,326,311
frame_0_00_07_609768.jpg,191,307,325,311
frame_0_00_07_643144.jpg,191,307,326,311
frame_0_00_07_676520.jpg,191,307,325,311
frame_0_00_07_709897.jpg,191,307,326,311
frame_0_00_07_743273.jpg,191,307,326,311
frame_0_00_07_776649.jpg,191,307,326,311
frame_0_00_07_810025.jpg,191,307,326,311
frame_0_00_07_843401.jpg,191,307,326,311
frame_0_00_07_876778.jpg,191,307,326,311
frame_0_00_07_910154.jpg,191,307,326,311
frame_0_00_07_943530.jpg,191,307,326,311
frame_0_00_07_976906.jpg,191,307,326,311
frame_0_00_08_010282.jpg,191,307,326,311
frame_0_00_08_043658.jpg,191,307,326,311
frame_0_00_08_077035.jpg,191,307,326,311
frame_0_00_08_110411.jpg,191,307,326,311
frame_0_00_08_143787.jpg,191,307,326,311
frame_0_00_08_177163.jpg,191,307,326,311
frame_0_00_08_210539.jpg,191,307,326,311
frame_0_00_08_243916.jpg,191,307,326,311
frame_0_00_08_277292.jpg,191,307,326,311
frame_0_00_08_310668.jpg,191,307,325,311
frame_0_00_08_344044.jpg,191,307,326,311
frame_0_00_08_377420.jpg,191,307,326,311
frame_0_00_08_410796.jpg,191,307,326,311
frame_0_00_08_444173.jpg,191,306,326,311
frame_0_00_08_477549.jpg,192,303,326,306
frame_0_00_08_510925.jpg,192,301,326,302
frame_0_00_08_544301.jpg,191,300,326,302
frame_0_00_08_577677.jpg,192,300,326,302
frame_0_00_08_611053.jpg,192,300,326,302
frame_0_00_08_644430.jpg,192,299,326,302
frame_0_00_08_677806.jpg,192,299,326,302
